trial_id,uid,batch,trial,rank,etype,organic_rank,top_y,bottom_y,center_y,left_x,right_x,n_total,n_organic,doc_height,screen_height,html_handle,html_signature
p016-b5-t5,16,5,5,6,organic,4,1247.0,1463.0,1355.0,162.0,748.0,13,8,2926,1024,rso[4],div.(no class)
p016-b5-t5,16,5,5,7,organic,5,1465.0,1579.0,1522.0,162.0,748.0,13,8,2926,1024,rso[5],div.g tF2Cxc
p016-b5-t5,16,5,5,8,organic,6,1581.0,1797.0,1689.0,162.0,748.0,13,8,2926,1024,rso[6],div.(no class)
p016-b5-t5,16,5,5,9,organic,7,1799.0,1917.0,1858.0,162.0,748.0,13,8,2926,1024,rso[7],div.hlcw0c
p016-b5-t5,16,5,5,10,native_ad,,1948.0,2077.0,2012.5,162.0,702.0,13,8,2926,1024,,
p016-b5-t5,16,5,5,11,native_ad,,2104.0,2232.0,2168.0,162.0,702.0,13,8,2926,1024,,
p016-b5-t5,16,5,5,12,native_ad,,2259.0,2408.0,2333.5,162.0,702.0,13,8,2926,1024,,
p016-b5-t6,16,5,6,0,organic,0,133.0,249.0,191.0,162.0,748.0,13,9,2269,1024,rso[0],div.g tF2Cxc
p016-b5-t6,16,5,6,1,organic,1,282.0,364.0,323.0,162.0,748.0,13,9,2269,1024,rso[1],div.g tF2Cxc
p016-b5-t6,16,5,6,2,organic,2,398.0,500.0,449.0,162.0,748.0,13,9,2269,1024,rso[2],div.g
p016-b5-t6,16,5,6,3,organic,3,533.0,616.0,574.5,162.0,748.0,13,9,2269,1024,rso[3],div.g tF2Cxc
p016-b5-t6,16,5,6,4,organic,4,649.0,732.0,690.5,162.0,748.0,13,9,2269,1024,rso[4],div.g tF2Cxc
p016-b5-t6,16,5,6,5,organic,5,765.0,950.0,857.5,162.0,748.0,13,9,2269,1024,rso[5],div.(no class)
p016-b5-t6,16,5,6,6,organic,6,983.0,1065.0,1024.0,162.0,748.0,13,9,2269,1024,rso[6],div.g tF2Cxc
p016-b5-t6,16,5,6,7,knowledge_panel,,1099.0,1181.0,1140.0,162.0,748.0,13,9,2269,1024,rso[7],"h=""comp"" div.TQc1id hSOk2e rhstc4"
p016-b5-t6,16,5,6,8,organic,7,1215.0,1318.0,1266.5,162.0,748.0,13,9,2269,1024,rso[8],div.g tF2Cxc
p016-b5-t6,16,5,6,9,native_ad,,1348.0,1417.0,1382.5,162.0,702.0,13,9,2269,1024,,
p016-b5-t6,16,5,6,10,native_ad,,1444.0,1552.0,1498.0,162.0,702.0,13,9,2269,1024,,
p016-b5-t6,16,5,6,11,native_ad,,1579.0,1687.0,1633.0,162.0,702.0,13,9,2269,1024,,
p016-b5-t6,16,5,6,12,organic,8,1733.0,1813.0,1773.0,162.0,748.0,13,9,2269,1024,rso[9],div.hlcw0c
p016-b5-t7,16,5,7,0,native_ad,,163.0,395.0,279.0,162.0,702.0,16,10,3139,1024,,
p016-b5-t7,16,5,7,1,native_ad,,422.0,550.0,486.0,162.0,702.0,16,10,3139,1024,,
p016-b5-t7,16,5,7,2,organic,0,581.0,698.0,639.5,162.0,748.0,16,10,3139,1024,rso[0],div.g tF2Cxc
p016-b5-t7,16,5,7,3,organic,1,700.0,832.0,766.0,162.0,748.0,16,10,3139,1024,rso[1],div.g tF2Cxc
p016-b5-t7,16,5,7,4,organic,2,834.0,969.0,901.5,162.0,748.0,16,10,3139,1024,rso[2],div.g tF2Cxc
p016-b5-t7,16,5,7,5,organic,3,971.0,1105.0,1038.0,162.0,748.0,16,10,3139,1024,rso[3],div.g tF2Cxc
p016-b5-t7,16,5,7,6,organic,4,1107.0,1239.0,1173.0,162.0,748.0,16,10,3139,1024,rso[4],div.g tF2Cxc
p016-b5-t7,16,5,7,7,knowledge_panel,,1241.0,1357.0,1299.0,162.0,748.0,16,10,3139,1024,rso[5],"h=""comp"" div.TQc1id hSOk2e rhstc4"
p016-b5-t7,16,5,7,8,organic,5,1359.0,1472.0,1415.5,162.0,748.0,16,10,3139,1024,rso[6],div.g tF2Cxc
p016-b5-t7,16,5,7,9,organic,6,1474.0,1588.0,1531.0,162.0,748.0,16,10,3139,1024,rso[7],div.g tF2Cxc
p016-b5-t7,16,5,7,10,organic,7,1590.0,1723.0,1656.5,162.0,748.0,16,10,3139,1024,rso[8],div.g tF2Cxc
p016-b5-t7,16,5,7,11,organic,8,1725.0,1824.0,1774.5,162.0,748.0,16,10,3139,1024,rso[9],div.g tF2Cxc
p016-b5-t7,16,5,7,12,native_ad,,1854.0,1962.0,1908.0,162.0,702.0,16,10,3139,1024,,
p016-b5-t7,16,5,7,13,native_ad,,1989.0,2078.0,2033.5,162.0,702.0,16,10,3139,1024,,
p016-b5-t7,16,5,7,14,native_ad,,2105.0,2233.0,2169.0,162.0,702.0,16,10,3139,1024,,
p016-b5-t7,16,5,7,15,organic,9,2401.0,2595.0,2498.0,162.0,748.0,16,10,3139,1024,rso[10],div.hlcw0c
p016-b5-t8,16,5,8,0,native_ad,,163.0,312.0,237.5,162.0,702.0,14,9,2953,1024,,
p016-b5-t8,16,5,8,1,organic,0,341.0,493.0,417.0,162.0,748.0,14,9,2953,1024,rso[0],div.g
p016-b5-t8,16,5,8,2,organic,1,528.0,711.0,619.5,162.0,748.0,14,9,2953,1024,rso[1],div.(no class)
p016-b5-t8,16,5,8,3,organic,2,746.0,827.0,786.5,162.0,748.0,14,9,2953,1024,rso[2],div.g tF2Cxc
p016-b5-t8,16,5,8,4,organic,3,862.0,943.0,902.5,162.0,748.0,14,9,2953,1024,rso[3],div.g tF2Cxc
p016-b5-t8,16,5,8,5,organic,4,978.0,1056.0,1017.0,162.0,748.0,14,9,2953,1024,rso[4],div.hlcw0c
p016-b5-t8,16,5,8,6,paa,,1107.0,1162.0,1134.5,162.0,748.0,14,9,2953,1024,rso[5],"h=""paa"" div.ULSxyf"
p016-b5-t8,16,5,8,7,organic,5,1226.0,1300.0,1263.0,162.0,748.0,14,9,2953,1024,rso[6],div.g tF2Cxc
p016-b5-t8,16,5,8,8,organic,6,1347.0,1428.0,1387.5,162.0,748.0,14,9,2953,1024,rso[7],div.g tF2Cxc
p016-b5-t8,16,5,8,9,organic,7,1446.0,1560.0,1503.0,162.0,748.0,14,9,2953,1024,rso[8],div.g tF2Cxc
p016-b5-t8,16,5,8,10,organic,8,1562.0,1676.0,1619.0,162.0,748.0,14,9,2953,1024,rso[9],div.hlcw0c
p016-b5-t8,16,5,8,11,native_ad,,1806.0,1935.0,1870.5,162.0,702.0,14,9,2953,1024,,
p016-b5-t8,16,5,8,12,native_ad,,1962.0,2131.0,2046.5,162.0,702.0,14,9,2953,1024,,
p016-b5-t8,16,5,8,13,native_ad,,2157.0,2306.0,2231.5,162.0,702.0,14,9,2953,1024,,
p016-b5-t9,16,5,9,0,dd_top,,158.0,493.0,325.5,162.0,748.0,13,9,2826,1024,,
p016-b5-t9,16,5,9,1,organic,0,511.0,659.0,585.0,162.0,748.0,13,9,2826,1024,rso[0],div.g
p016-b5-t9,16,5,9,2,organic,1,661.0,877.0,769.0,162.0,748.0,13,9,2826,1024,rso[1],div.(no class)
p016-b5-t9,16,5,9,3,organic,2,879.0,1042.0,960.5,162.0,748.0,13,9,2826,1024,rso[2],div.g
p016-b5-t9,16,5,9,4,organic,3,1044.0,1157.0,1100.5,162.0,748.0,13,9,2826,1024,rso[3],div.g tF2Cxc
p016-b5-t9,16,5,9,5,organic,4,1159.0,1320.0,1239.5,162.0,748.0,13,9,2826,1024,rso[4],div.g
p016-b5-t9,16,5,9,6,organic,5,1322.0,1436.0,1379.0,162.0,748.0,13,9,2826,1024,rso[5],div.g tF2Cxc
p016-b5-t9,16,5,9,7,organic,6,1438.0,1571.0,1504.5,162.0,748.0,13,9,2826,1024,rso[6],div.g tF2Cxc
p016-b5-t9,16,5,9,8,organic,7,1573.0,1688.0,1630.5,162.0,748.0,13,9,2826,1024,rso[7],div.g tF2Cxc
p016-b5-t9,16,5,9,9,organic,8,1690.0,1789.0,1739.5,162.0,748.0,13,9,2826,1024,rso[8],div.hlcw0c
p016-b5-t9,16,5,9,10,native_ad,,1819.0,1948.0,1883.5,162.0,702.0,13,9,2826,1024,,
p016-b5-t9,16,5,9,11,native_ad,,1975.0,2144.0,2059.5,162.0,702.0,13,9,2826,1024,,
p016-b5-t9,16,5,9,12,native_ad,,2171.0,2320.0,2245.5,162.0,702.0,13,9,2826,1024,,
p016-b6-t1,16,6,1,0,dd_top,,158.0,540.0,349.0,162.0,748.0,14,9,3150,1024,,
p016-b6-t1,16,6,1,1,organic,0,557.0,823.0,690.0,162.0,748.0,14,9,3150,1024,rso[0],div.(no class)
p016-b6-t1,16,6,1,2,organic,1,825.0,957.0,891.0,162.0,748.0,14,9,3150,1024,rso[1],div.g tF2Cxc
p016-b6-t1,16,6,1,3,organic,2,959.0,1094.0,1026.5,162.0,748.0,14,9,3150,1024,rso[2],div.g tF2Cxc
p016-b6-t1,16,6,1,4,organic,3,1096.0,1278.0,1187.0,162.0,748.0,14,9,3150,1024,rso[3],div.g tF2Cxc
p016-b6-t1,16,6,1,5,organic,4,1280.0,1413.0,1346.5,162.0,748.0,14,9,3150,1024,rso[4],div.g tF2Cxc
p016-b6-t1,16,6,1,6,organic,5,1415.0,1551.0,1483.0,162.0,748.0,14,9,3150,1024,rso[5],div.g tF2Cxc
p016-b6-t1,16,6,1,7,organic,6,1553.0,1667.0,1610.0,162.0,748.0,14,9,3150,1024,rso[6],div.g tF2Cxc
p016-b6-t1,16,6,1,8,organic,7,1669.0,1802.0,1735.5,162.0,748.0,14,9,3150,1024,rso[7],div.g tF2Cxc
p016-b6-t1,16,6,1,9,organic,8,1804.0,1902.0,1853.0,162.0,748.0,14,9,3150,1024,rso[8],div.hlcw0c
p016-b6-t1,16,6,1,10,native_ad,,1933.0,2062.0,1997.5,162.0,702.0,14,9,3150,1024,,
p016-b6-t1,16,6,1,11,native_ad,,2088.0,2217.0,2152.5,162.0,702.0,14,9,3150,1024,,
p016-b6-t1,16,6,1,12,native_ad,,2244.0,2333.0,2288.5,162.0,702.0,14,9,3150,1024,,
p016-b6-t1,16,6,1,13,unknown_widget,,2378.0,2609.0,2493.5,162.0,748.0,14,9,3150,1024,,
p016-b6-t10,16,6,10,0,dd_top,,158.0,509.0,333.5,162.0,748.0,13,7,3749,1024,,
p016-b6-t10,16,6,10,1,organic,0,542.0,995.0,768.5,162.0,748.0,13,7,3749,1024,rso[0],div.g tF2Cxc
p016-b6-t10,16,6,10,2,organic,1,997.0,1113.0,1055.0,162.0,748.0,13,7,3749,1024,rso[1],div.hlcw0c
p016-b6-t10,16,6,10,3,paa,,1115.0,1305.0,1210.0,162.0,748.0,13,7,3749,1024,rso[2],"h=""paa"" div.ULSxyf"
p016-b6-t10,16,6,10,4,organic,2,1307.0,1397.0,1352.0,162.0,748.0,13,7,3749,1024,rso[3],div.g tF2Cxc
p016-b6-t10,16,6,10,5,organic,3,1399.0,1516.0,1457.5,162.0,748.0,13,7,3749,1024,rso[4],div.(no class)
p016-b6-t10,16,6,10,6,organic,4,1518.0,1686.0,1602.0,162.0,748.0,13,7,3749,1024,rso[5],div.g tF2Cxc
p016-b6-t10,16,6,10,7,organic,5,1688.0,1945.0,1816.5,162.0,748.0,13,7,3749,1024,rso[6],div.g tF2Cxc
p016-b6-t10,16,6,10,8,organic,6,1947.0,2061.0,2004.0,162.0,748.0,13,7,3749,1024,rso[7],div.hlcw0c
p016-b6-t10,16,6,10,9,image_pack,,2063.0,2197.0,2130.0,162.0,748.0,13,7,3749,1024,rso[8],"h=""imgs"" div.ULSxyf"
p016-b6-t10,16,6,10,10,native_ad,,2626.0,2734.0,2680.0,162.0,702.0,13,7,3749,1024,,
p016-b6-t10,16,6,10,11,native_ad,,2762.0,2870.0,2816.0,162.0,702.0,13,7,3749,1024,,
p016-b6-t10,16,6,10,12,unknown_widget,,2915.0,3145.0,3030.0,162.0,748.0,13,7,3749,1024,,
p016-b6-t2,16,6,2,0,native_ad,,163.0,514.0,338.5,162.0,702.0,14,8,3066,1024,,
p016-b6-t2,16,6,2,1,native_ad,,540.0,669.0,604.5,162.0,702.0,14,8,3066,1024,,
p016-b6-t2,16,6,2,2,organic,0,700.0,781.0,740.5,162.0,748.0,14,8,3066,1024,rso[0],div.g tF2Cxc
p016-b6-t2,16,6,2,3,organic,1,816.0,1068.0,942.0,162.0,748.0,14,8,3066,1024,rso[1],div.(no class)
p016-b6-t2,16,6,2,4,organic,2,1101.0,1228.0,1164.5,162.0,748.0,14,8,3066,1024,rso[2],div.g
p016-b6-t2,16,6,2,5,organic,3,1266.0,1411.0,1338.5,162.0,748.0,14,8,3066,1024,rso[3],div.g
p016-b6-t2,16,6,2,6,knowledge_panel,,1413.0,1528.0,1470.5,162.0,748.0,14,8,3066,1024,rso[4],"h=""comp"" div.TQc1id hSOk2e rhstc4"
p016-b6-t2,16,6,2,7,organic,4,1530.0,1665.0,1597.5,162.0,748.0,14,8,3066,1024,rso[5],div.g tF2Cxc
p016-b6-t2,16,6,2,8,organic,5,1667.0,1781.0,1724.0,162.0,748.0,14,8,3066,1024,rso[6],div.g tF2Cxc
p016-b6-t2,16,6,2,9,organic,6,1783.0,1895.0,1839.0,162.0,748.0,14,8,3066,1024,rso[7],div.g tF2Cxc
p016-b6-t2,16,6,2,10,organic,7,1897.0,1997.0,1947.0,162.0,748.0,14,8,3066,1024,rso[8],div.g tF2Cxc
p016-b6-t2,16,6,2,11,native_ad,,2027.0,2196.0,2111.5,162.0,702.0,14,8,3066,1024,,
p016-b6-t2,16,6,2,12,native_ad,,2223.0,2392.0,2307.5,162.0,702.0,14,8,3066,1024,,
p016-b6-t2,16,6,2,13,native_ad,,2418.0,2526.0,2472.0,162.0,702.0,14,8,3066,1024,,
p016-b6-t3,16,6,3,0,dd_top,,158.0,509.0,333.5,162.0,748.0,13,9,2959,1024,,
p016-b6-t3,16,6,3,1,organic,0,528.0,646.0,587.0,162.0,748.0,13,9,2959,1024,rso[0],div.g tF2Cxc
p016-b6-t3,16,6,3,2,organic,1,648.0,911.0,779.5,162.0,748.0,13,9,2959,1024,rso[1],div.(no class)
p016-b6-t3,16,6,3,3,organic,2,913.0,1029.0,971.0,162.0,748.0,13,9,2959,1024,rso[2],div.g tF2Cxc
p016-b6-t3,16,6,3,4,organic,3,1031.0,1144.0,1087.5,162.0,748.0,13,9,2959,1024,rso[3],div.g tF2Cxc
p016-b6-t3,16,6,3,5,organic,4,1146.0,1259.0,1202.5,162.0,748.0,13,9,2959,1024,rso[4],div.g tF2Cxc
p016-b6-t3,16,6,3,6,organic,5,1261.0,1376.0,1318.5,162.0,748.0,13,9,2959,1024,rso[5],div.g tF2Cxc
p016-b6-t3,16,6,3,7,organic,6,1378.0,1492.0,1435.0,162.0,748.0,13,9,2959,1024,rso[6],div.g tF2Cxc
p016-b6-t3,16,6,3,8,organic,7,1494.0,1608.0,1551.0,162.0,748.0,13,9,2959,1024,rso[7],div.g tF2Cxc
p016-b6-t3,16,6,3,9,organic,8,1610.0,1708.0,1659.0,162.0,748.0,13,9,2959,1024,rso[8],div.hlcw0c
p016-b6-t3,16,6,3,10,native_ad,,1738.0,1887.0,1812.5,162.0,702.0,13,9,2959,1024,,
p016-b6-t3,16,6,3,11,native_ad,,1914.0,2083.0,1998.5,162.0,702.0,13,9,2959,1024,,
p016-b6-t3,16,6,3,12,native_ad,,2109.0,2258.0,2183.5,162.0,702.0,13,9,2959,1024,,
p016-b6-t4,16,6,4,0,native_ad,,163.0,312.0,237.5,162.0,702.0,17,9,2847,1024,,
p016-b6-t4,16,6,4,1,native_ad,,339.0,448.0,393.5,162.0,702.0,17,9,2847,1024,,
p016-b6-t4,16,6,4,2,native_ad,,475.0,565.0,520.0,162.0,702.0,17,9,2847,1024,,
p016-b6-t4,16,6,4,3,native_ad,,591.0,660.0,625.5,162.0,702.0,17,9,2847,1024,,
p016-b6-t4,16,6,4,4,organic,0,691.0,772.0,731.5,162.0,748.0,17,9,2847,1024,rso[0],div.g tF2Cxc
p016-b6-t4,16,6,4,5,organic,1,806.0,888.0,847.0,162.0,748.0,17,9,2847,1024,rso[1],div.g tF2Cxc
p016-b6-t4,16,6,4,6,organic,2,922.0,1072.0,997.0,162.0,748.0,17,9,2847,1024,rso[2],div.g
p016-b6-t4,16,6,4,7,knowledge_panel,,1107.0,1208.0,1157.5,162.0,748.0,17,9,2847,1024,rso[3],"h=""comp"" div.TQc1id hSOk2e rhstc4"
p016-b6-t4,16,6,4,8,organic,3,1243.0,1341.0,1292.0,162.0,748.0,17,9,2847,1024,rso[4],div.g tF2Cxc
p016-b6-t4,16,6,4,9,organic,4,1360.0,1479.0,1419.5,162.0,748.0,17,9,2847,1024,rso[5],div.g tF2Cxc
p016-b6-t4,16,6,4,10,organic,5,1481.0,1595.0,1538.0,162.0,748.0,17,9,2847,1024,rso[6],div.g tF2Cxc
p016-b6-t4,16,6,4,11,organic,6,1597.0,1710.0,1653.5,162.0,748.0,17,9,2847,1024,rso[7],div.g tF2Cxc
p016-b6-t4,16,6,4,12,organic,7,1712.0,1845.0,1778.5,162.0,748.0,17,9,2847,1024,rso[8],div.g tF2Cxc
p016-b6-t4,16,6,4,13,organic,8,1847.0,1946.0,1896.5,162.0,748.0,17,9,2847,1024,rso[9],div.g tF2Cxc
p016-b6-t4,16,6,4,14,native_ad,,1977.0,2046.0,2011.5,162.0,702.0,17,9,2847,1024,,
p016-b6-t4,16,6,4,15,native_ad,,2072.0,2241.0,2156.5,162.0,702.0,17,9,2847,1024,,
p016-b6-t4,16,6,4,16,native_ad,,2268.0,2337.0,2302.5,162.0,702.0,17,9,2847,1024,,
p016-b6-t5,16,6,5,0,dd_top,,158.0,509.0,333.5,162.0,749.0,16,9,3679,1024,,
p016-b6-t5,16,6,5,1,organic,0,525.0,624.0,574.5,162.0,748.0,16,9,3679,1024,rso[0],div.g tF2Cxc
p016-b6-t5,16,6,5,2,organic,1,626.0,742.0,684.0,162.0,748.0,16,9,3679,1024,rso[1],div.g tF2Cxc
p016-b6-t5,16,6,5,3,organic,2,744.0,856.0,800.0,162.0,748.0,16,9,3679,1024,rso[2],div.g tF2Cxc
p016-b6-t5,16,6,5,4,organic,3,858.0,978.0,918.0,162.0,748.0,16,9,3679,1024,rso[3],div.hlcw0c
p016-b6-t5,16,6,5,5,image_pack,,980.0,1226.0,1103.0,162.0,748.0,16,9,3679,1024,rso[4],"h=""imgs"" div.ULSxyf"
p016-b6-t5,16,6,5,6,organic,4,1228.0,1346.0,1287.0,162.0,748.0,16,9,3679,1024,rso[5],div.g tF2Cxc
p016-b6-t5,16,6,5,7,organic,5,1348.0,1468.0,1408.0,162.0,748.0,16,9,3679,1024,rso[6],div.hlcw0c
p016-b6-t5,16,6,5,8,paa,,1470.0,1640.0,1555.0,162.0,748.0,16,9,3679,1024,rso[7],"h=""paa"" div.ULSxyf"
p016-b6-t5,16,6,5,9,organic,6,1642.0,1838.0,1740.0,162.0,748.0,16,9,3679,1024,rso[8],div.hlcw0c
p016-b6-t5,16,6,5,10,top_places,,1840.0,2226.0,2033.0,162.0,748.0,16,9,3679,1024,rso[9],"h=""local"" div.ULSxyf"
p016-b6-t5,16,6,5,11,organic,7,2228.0,2333.0,2280.5,162.0,748.0,16,9,3679,1024,rso[10],div.g tF2Cxc
p016-b6-t5,16,6,5,12,organic,8,2335.0,2495.0,2415.0,162.0,748.0,16,9,3679,1024,rso[11],div.hlcw0c
p016-b6-t5,16,6,5,13,native_ad,,2747.0,2836.0,2791.5,162.0,702.0,16,9,3679,1024,,
p016-b6-t5,16,6,5,14,native_ad,,2862.0,2931.0,2896.5,162.0,702.0,16,9,3679,1024,,
p016-b6-t5,16,6,5,15,native_ad,,2958.0,3066.0,3012.0,162.0,702.0,16,9,3679,1024,,
p016-b6-t6,16,6,6,0,dd_top,,158.0,509.0,333.5,162.0,748.0,9,8,2179,1024,,
p016-b6-t6,16,6,6,1,organic,0,529.0,747.0,638.0,162.0,748.0,9,8,2179,1024,rso[0],div.(no class)
p016-b6-t6,16,6,6,2,organic,1,749.0,966.0,857.5,162.0,748.0,9,8,2179,1024,rso[1],div.(no class)
p016-b6-t6,16,6,6,3,organic,2,968.0,1082.0,1025.0,162.0,748.0,9,8,2179,1024,rso[2],div.g tF2Cxc
p016-b6-t6,16,6,6,4,organic,3,1084.0,1266.0,1175.0,162.0,748.0,9,8,2179,1024,rso[3],div.g
p016-b6-t6,16,6,6,5,organic,4,1268.0,1383.0,1325.5,162.0,748.0,9,8,2179,1024,rso[4],div.g tF2Cxc
p016-b6-t6,16,6,6,6,organic,5,1385.0,1499.0,1442.0,162.0,748.0,9,8,2179,1024,rso[5],div.g tF2Cxc
p016-b6-t6,16,6,6,7,organic,6,1501.0,1613.0,1557.0,162.0,748.0,9,8,2179,1024,rso[6],div.g tF2Cxc
p016-b6-t6,16,6,6,8,organic,7,1615.0,1732.0,1673.5,162.0,748.0,9,8,2179,1024,rso[7],div.hlcw0c
p016-b6-t7,16,6,7,0,organic,0,133.0,298.0,215.5,162.0,748.0,13,8,2779,1024,rso[0],div.g
p016-b6-t7,16,6,7,1,organic,1,329.0,430.0,379.5,162.0,748.0,13,8,2779,1024,rso[1],div.(no class)
p016-b6-t7,16,6,7,2,organic,2,457.0,535.0,496.0,162.0,748.0,13,8,2779,1024,rso[2],div.g tF2Cxc
p016-b6-t7,16,6,7,3,organic,3,570.0,652.0,611.0,162.0,748.0,13,8,2779,1024,rso[3],div.g tF2Cxc
p016-b6-t7,16,6,7,4,organic,4,684.0,785.0,734.5,162.0,748.0,13,8,2779,1024,rso[4],div.g tF2Cxc
p016-b6-t7,16,6,7,5,organic,5,822.0,918.0,870.0,162.0,748.0,13,8,2779,1024,rso[5],div.g
p016-b6-t7,16,6,7,6,organic,6,920.0,1059.0,989.5,162.0,748.0,13,8,2779,1024,rso[6],div.g tF2Cxc
p016-b6-t7,16,6,7,7,organic,7,1061.0,1175.0,1118.0,162.0,748.0,13,8,2779,1024,rso[7],div.hlcw0c
p016-b6-t7,16,6,7,8,image_pack,,1177.0,1296.0,1236.5,162.0,748.0,13,8,2779,1024,rso[8],"h=""imgs"" div.ULSxyf"
p016-b6-t7,16,6,7,9,unknown_widget,,1298.0,1564.0,1431.0,162.0,748.0,13,8,2779,1024,,
p016-b6-t7,16,6,7,10,native_ad,,1604.0,1753.0,1678.5,162.0,702.0,13,8,2779,1024,,
p016-b6-t7,16,6,7,11,native_ad,,1780.0,1949.0,1864.5,162.0,702.0,13,8,2779,1024,,
p016-b6-t7,16,6,7,12,native_ad,,1975.0,2124.0,2049.5,162.0,702.0,13,8,2779,1024,,
p016-b6-t8,16,6,8,0,dd_top,,158.0,454.0,306.0,162.0,748.0,16,9,3853,1024,,
p016-b6-t8,16,6,8,1,native_ad,,470.0,579.0,524.5,162.0,702.0,16,9,3853,1024,,
p016-b6-t8,16,6,8,2,native_ad,,605.0,674.0,639.5,162.0,702.0,16,9,3853,1024,,
p016-b6-t8,16,6,8,3,organic,0,705.0,850.0,777.5,162.0,748.0,16,9,3853,1024,rso[0],div.g
p016-b6-t8,16,6,8,4,organic,1,852.0,967.0,909.5,162.0,748.0,16,9,3853,1024,rso[1],div.g tF2Cxc
p016-b6-t8,16,6,8,5,organic,2,969.0,1193.0,1081.0,162.0,748.0,16,9,3853,1024,rso[2],div.hlcw0c
p016-b6-t8,16,6,8,6,paa,,1195.0,1283.0,1239.0,162.0,748.0,16,9,3853,1024,rso[3],"h=""paa"" div.ULSxyf"
p016-b6-t8,16,6,8,7,organic,3,1285.0,1403.0,1344.0,162.0,748.0,16,9,3853,1024,rso[4],div.g tF2Cxc
p016-b6-t8,16,6,8,8,organic,4,1405.0,1555.0,1480.0,162.0,748.0,16,9,3853,1024,rso[5],div.g tF2Cxc
p016-b6-t8,16,6,8,9,organic,5,1557.0,1689.0,1623.0,162.0,748.0,16,9,3853,1024,rso[6],div.g tF2Cxc
p016-b6-t8,16,6,8,10,organic,6,1691.0,1826.0,1758.5,162.0,748.0,16,9,3853,1024,rso[7],div.g tF2Cxc
p016-b6-t8,16,6,8,11,organic,7,1828.0,1965.0,1896.5,162.0,748.0,16,9,3853,1024,rso[8],div.g tF2Cxc
p016-b6-t8,16,6,8,12,organic,8,1967.0,2061.0,2014.0,162.0,748.0,16,9,3853,1024,rso[9],div.hlcw0c
p016-b6-t8,16,6,8,13,native_ad,,2212.0,2381.0,2296.5,162.0,702.0,16,9,3853,1024,,
p016-b6-t8,16,6,8,14,native_ad,,2407.0,2576.0,2491.5,162.0,702.0,16,9,3853,1024,,
p016-b6-t8,16,6,8,15,native_ad,,2602.0,2751.0,2676.5,162.0,702.0,16,9,3853,1024,,
p016-b6-t9,16,6,9,0,organic,0,133.0,270.0,201.5,162.0,748.0,11,7,2613,1024,rso[0],div.g tF2Cxc
p016-b6-t9,16,6,9,1,organic,1,306.0,408.0,357.0,162.0,748.0,11,7,2613,1024,rso[1],div.g tF2Cxc
p016-b6-t9,16,6,9,2,organic,2,439.0,538.0,488.5,162.0,748.0,11,7,2613,1024,rso[2],div.g tF2Cxc
p016-b6-t9,16,6,9,3,organic,3,540.0,758.0,649.0,162.0,748.0,11,7,2613,1024,rso[3],div.(no class)
p016-b6-t9,16,6,9,4,organic,4,760.0,975.0,867.5,162.0,748.0,11,7,2613,1024,rso[4],div.(no class)
p016-b6-t9,16,6,9,5,organic,5,977.0,1171.0,1074.0,162.0,748.0,11,7,2613,1024,rso[5],div.g
p016-b6-t9,16,6,9,6,organic,6,1173.0,1308.0,1240.5,162.0,748.0,11,7,2613,1024,rso[6],div.hlcw0c
p016-b6-t9,16,6,9,7,image_pack,,1310.0,1576.0,1443.0,162.0,748.0,11,7,2613,1024,rso[7],"h=""imgs"" div.ULSxyf"
p016-b6-t9,16,6,9,8,native_ad,,1617.0,1725.0,1671.0,162.0,702.0,11,7,2613,1024,,
p016-b6-t9,16,6,9,9,native_ad,,1752.0,1860.0,1806.0,162.0,702.0,11,7,2613,1024,,
p016-b6-t9,16,6,9,10,native_ad,,1888.0,1996.0,1942.0,162.0,702.0,11,7,2613,1024,,
p017-b1-t1,17,1,1,0,dd_top,,158.0,421.0,289.5,162.0,749.0,15,9,3017,1024,,
p017-b1-t1,17,1,1,1,native_ad,,437.0,586.0,511.5,162.0,702.0,15,9,3017,1024,,
p017-b1-t1,17,1,1,2,organic,0,617.0,714.0,665.5,162.0,748.0,15,9,3017,1024,rso[0],div.g tF2Cxc
p017-b1-t1,17,1,1,3,organic,1,716.0,959.0,837.5,162.0,748.0,15,9,3017,1024,rso[1],div.hlcw0c
p017-b1-t1,17,1,1,4,paa,,961.0,1149.0,1055.0,162.0,748.0,15,9,3017,1024,rso[2],"h=""paa"" div.ULSxyf"
p017-b1-t1,17,1,1,5,organic,2,1151.0,1360.0,1255.5,162.0,748.0,15,9,3017,1024,rso[3],div.g
p017-b1-t1,17,1,1,6,organic,3,1362.0,1514.0,1438.0,162.0,748.0,15,9,3017,1024,rso[4],div.g
p017-b1-t1,17,1,1,7,organic,4,1516.0,1652.0,1584.0,162.0,748.0,15,9,3017,1024,rso[5],div.g
p017-b1-t1,17,1,1,8,organic,5,1654.0,1806.0,1730.0,162.0,748.0,15,9,3017,1024,rso[6],div.g
p017-b1-t1,17,1,1,9,organic,6,1808.0,1944.0,1876.0,162.0,748.0,15,9,3017,1024,rso[7],div.g tF2Cxc
p017-b1-t1,17,1,1,10,organic,7,1946.0,2060.0,2003.0,162.0,748.0,15,9,3017,1024,rso[8],div.g tF2Cxc
p017-b1-t1,17,1,1,11,organic,8,2062.0,2160.0,2111.0,162.0,748.0,15,9,3017,1024,rso[9],div.hlcw0c
