stratum,n,mean_theta_deg,down_frac,median_angdiff_deg,median_r0_px
shallow_top,991,129.48892703778756,0.2966700302724521,70.75899585076087,118.69709347747316
deep_top,1008,133.39570869740976,0.251984126984127,72.22241599351054,134.50832233144436
