cohort,n_trials,pct_first_fix_inside_ad,pct_first_fix_within_50px,pct_first_fix_beyond_200px,median_d_to_ad_px
all,2768,39.52312138728324,15.390173410404625,24.096820809248555,33.0
plain_top,1188,20.117845117845118,10.942760942760943,54.54545454545455,942.0
ad_top,1580,54.11392405063291,18.734177215189874,1.2025316455696202,-7.0
